28,6,6.1
29.7,5.3,6.8
28.2,3.6,6.5
28.9,6.9,6.7
26.4,6,6.6
30,4.9,6.8
30.8,6.3,7
27.8,6.6,6.8
26.7,7.1,7.5
27,6,7.3
26.8,6.1,7.7
19,5.8,7.8
21.4,6.1,8
27.1,7.3,7.3
26.3,7.6,7.4
28.3,6.5,7.1
27.9,6.5,7.1
23.4,7.5,7.8
23.5,7.6,7.6
22.4,7.3,7.5
26.8,7.5,8
26.5,7.3,7.9
22,7.4,7.9
27.6,6.9,8.1
26.8,7,8
25.6,7.2,7.8
26.5,7.3,8
24,6.8,7.8
28,8,7.7
28,8,8.2
28,7,8.2
27,7,6.4
27.8,6.7,7.5
23.4,7.2,6.5
25.4,6.7,6.3
26.3,6.3,6.5
29,6.6,6.9
24.6,7.1,6.3
23.5,6.9,6.3
29,7.3,7.1
27,6.1,7
24,6.9,6.4
28.7,6.8,6.8
26.3,6,6.6
25.7,6.5,6.7
26.8,3.4,7.8
29,6.8,6.7
23.3,5.5,7.2
22.8,4.7,7.3
23.3,5.3,7.2
21.8,4.9,7.3
24.3,5.3,7.4
23.5,4.9,7.5
24,4.4,7.4
23.5,4.8,7.2
23.3,5.1,7.3
22.5,4.6,7.4
26,4,7.4
25.8,4.4,7.3
29,6.8,6.9
29,6.8,6.5
29,5,7.3
29,6.8,6.7
30.7,4.8,7.6
20.3,7.1,7.5
20.7,7.1,7.5
20.8,6.6,7.5
20.6,4.9,7.4
28,4.9,8.3
23.4,5.5,7.4
25.3,5.5,8.1
31.1,5,7.3
26.3,5.6,8.1
22,7.3,7.3
24.4,7.2,7.3
23.7,7.2,7.4
24.6,7.6,7.2
23.1,7.1,7.5
21.7,5.2,2.9
18.2,7.3,7.1
18.8,7.6,7.2
23.8,8,6.9
17.8,7.9,7.3
18.7,7.4,7.2
18.8,7.7,7.2
21.3,6.8,2.7
22.6,7.1,6.5
25.2,7.8,7.2
24.8,7.3,7.3
19.9,7.3,7
20.7,7.4,7.1
20.6,6.5,7.1
21.5,7.5,5.7
17.7,5.8,6.9
17.9,6.9,7.2
23.9,7.8,7.3
18,6.6,7
18.4,7.6,7.1
18.8,7.8,7
24.8,7.7,7.4
19.3,7.1,7
20.6,7.4,7
20.7,7.5,7.2
18.4,3.1,7.2
19.1,4.7,7.2
19.7,2.1,7.2
20.1,1.8,7.2
17.6,7.2,6.9
22.7,7.9,7.1
17.9,6.9,6.9
18.9,1.9,7
19.4,4.5,7.1
23.7,7.2,7.1
22.7,7.5,7
23.6,7.1,7.5
23.8,7,7.6
23.5,7.2,7.9
23.5,6.5,7.8
27.4,6.6,7.7
21.9,6.7,7.8
27.5,6.6,7.7
31,7.1,7.8
28,7.2,7.4
27,6.2,8.4
30,2.2,8
31,2,7.7
29,2.4,7.6
31,5.9,7.2
30,6.1,6.8
30,5.5,6.9
29,5.4,7.2
29,5.8,7.2
29,5.9,6.7
28,6.4,6.7
30,6.2,7.7
30,6.1,7.8
27,7.3,6.9
28,6.8,6.6
29,7.4,6.5
28,7,6.8
29,6.3,7.5
29,7.1,6.8
30,7.3,6.8
28,6.7,6.6
28,7.4,6.8
29,4.5,6.6
28,6.1,6.9
30,5.9,7.3
30,2.4,6.5
31,4,6.8
29,5.4,7.6
30,5.3,7.6
29,7,6.9
29,5.9,7.7
29,7.1,6.5
29,6.9,7.7
30,6.6,7.9
27,6.6,7.7
27,6.8,7.7
27,4.8,7.2
23,6.4,8
29,6.8,7.6
29,6.7,7.5
28,5.8,7.9
29,6.9,7.7
25,4.9,7.6
28,6.9,7.9
29,6.8,7.5
29,6.7,7.3
29,5.6,6.9
29,6.5,7.3
30,7.1,7.5
30,6.4,7.3
29,6.9,7.7
25,7,7.9
30,6.4,7.6
30,6.9,7.7
31,6.3,7.7
30,6.5,7.5
30,6.3,7.4
28,6.5,8.1
28,7,8
28,7,8
27,6.8,7.8
27,6.4,7.6
26,6.7,7.7
27,6.7,7.6
28,6.6,7.8
23,7,7.7
22,6.8,7.6
23,6.9,7.5
26,7,7.2
26,6.6,7
26,6.6,7.3
26,6.2,7.3
26,7.1,7
26,7,6.7
29,6.7,7.3
28,6.2,7.3
28,7.1,8.1
29,6.3,6.3
26,7.3,7.2
26,7,7.3
28,6.8,7.1
29,7.4,7.2
28,1.7,6.6
26,6.1,7.5
26,6.6,7.2
25,6.6,7.2
29,6,6.7
29,6.6,6.8
28,0.6,6.7
27,1.8,6.6
25,7.1,7.2
26,3.9,7.6
27,6.6,8
27,7,7.1
29,7.3,7
29,0.5,7.1
29,7,7.4
29,6.1,6.8
27,7,6.7
30,5.2,6.9
27,6.1,8
27,6.5,6.9
25,7.9,7.2
25,7.5,6.9
26,7,7.4
29,7.3,7.3
27,7.5,6.9
27,6.8,6.9
27,5.8,7.3
28,7.1,7.2
26,6.8,7.1
29,5.7,7.3
27,6.7,7.1
28,7,6.9
29,6.5,7
28,6.6,7.3
29,7,7.3
26,6.3,7.2
28,6,7
28,4.4,7.1
28,4.5,7.2
28,5.1,6.9
27,7.5,7.2
28,6.8,7
28,6.8,6.9
28,5.9,6.8
28,4.9,6.7
28,6.8,6.9
28,7.1,6.9
26,6.9,6.6
28,6.5,6.3
29,4.9,6.6
28,4.2,6.5
28,6.9,7.1
26,6.6,6.7
29,4.5,6.6
29,6.2,7.2
27,6.6,7.1
29,6.3,7.3
27,6,7.6
27,6,7.8
20,5.8,7.4
24,6.1,7.5
28,6.4,7.1
27,7.1,7.4
32,6.7,7.2
30,6.8,7.1
22,7.8,7.9
22,7.7,8.1
24,6.9,7.6
27,7.3,8
26,6.8,8.1
25,7.2,8.1
28,8,8.3
29,8.2,8
26,7,8
28,7.2,8.1
31,6.8,7.8
25,6.5,7.9
25,6.9,7.4
25,6.8,8.1
26,6,7.3
27,6.8,7.5
23,7.3,7.6
25,7,7.7
26,6.7,7.7
29,7.2,7.2
24,7,7.1
24,7,7.5
29,7.4,7
29,7.2,7.3
24,7.1,7.4
29,7.2,6.9
26,6.7,7.6
27,6.7,7.6
32,0.2,7.2
 ,6.8,8
21,5.5,7.4
24,5.5,7.4
21,5.3,7.3
24,5.1,7.4
21,5.3,7.5
18,4.9,7.4
22,4.3,7.5
22,4.8,7.4
21,5.1,7.4
24,5.3,7.4
22,4.9,7.4
22,5.2,7.4
 ,6.4,7.9
 ,6.6,7.8
 ,6.4,8
33,4.8,7.5
20,7.7,7.4
20,7.3,7
20,7.1,7.7
20,3.3,7.5
18,6.2,7.5
24,6,8.3
19,5.9,7.3
23,6.4,8
24,5.9,7.9
23,7.3,7.4
28,8.5,7.5
29,8.9,7
30,8,7.8
30,7.5,7.7
28,8.5,7.6
29,8.4,7.5
30,8.7,7.2
29,6.5,7.7
28,8.6,7.5
28,8.9,7.5
30,9.8,8.4
28,7.6,7.5
29,8.7,7.6
28,8.4,7.4
29,8.7,7.6
32,8.2,7.4
32,8,7.2
30,8.4,7.6
29,9.4,7.8
31,8.1,8
29,8.1,8
30,8.7,7.6
29,8.7,7.6
30,9.2,7.6
29,8.3,7.7
29,5.9,7.1
30,4.3,7.4
29,8.2,7.1
28,11.1,7.6
29,7.4,7.1
28,8.2,7.6
29,8.5,7.5
28,11.4,7.2
29,8.9,7.6
30,9.3,7.6
28,9.1,7.3
28,7.9,7.3
29,8.7,7.4
30,8.1,7.3
30,8.2,7.4
25,7.7,7.2
25,7.6,7.2
25,9.9,7.2
24,7.6,7.4
22,5.5,2.9
16,7.6,7
17,7.7,7.1
23,8.3,7
25,6.9,2.6
25,7.7,6.3
25,8.8,7.3
25,7.3,7.3
20,7.5,7
22,7.8,7.1
20,7,7
21,7.5,6.3
16,6.4,6.9
17,7.5,7.1
17,8,7.1
24,7.9,7.3
18,7.5,6.9
18,7.9,7.2
18,8,7.2
25,7.7,7.1
19,7.2,7.1
21,8.2,7.1
21,7.8,7.1
18,3.9,7.1
18,4.9,7.1
19,2.7,7.1
19,2.5,7.1
18,8,7
24,8.4,7.1
17,6.8,6.6
18,2.1,7
19,4,7.1
24,7.7,7.2
22,7.6,7.1
20,7.7,7.1
20,7.7,7.1
24,6.5,7.4
24,6.3,7.5
24,6.5,7.2
24,6.9,6.9
28,6.6,7.8
28,6.4,8
27,6.5,8
29.1,6.7,7.7
27,4.2,7.9
28.1,4.6,8
29.1,4.8,7.8
27.7,6.7,8.5
27.1,6.7,8.3
27.1,6.8,7.8
27.3,6.8,8.5
27,4.2,8.2
27.6,7.1,7.3
28.2,5,8.3
28,6.7,8
28.5,5.8,7.7
29.5,5.9,7.6
27,7.6,7.7
29.5,6,7.7
27,4.3,8.4
26.7,3.7,8.2
27,4.6,7.2
26.8,6.2,8.4
28.7,6.8,6.5
29.3,6.6,7
28.8,6,6.2
28.3,5.9,6.6
25.8,7.3,6.1
28.3,7.3,5.9
27.8,6.7,6.3
26,6.8,6.2
27.8,7.1,5.9
26.3,7.4,6.2
25.7,7.3,6.2
29,7.3,5.9
26.9,6,5.9
27,6.1,6.5
27.5,6.2,6.3
28.3,7,6.5
29,7.3,6
28.2,7.1,7.9
29,7.1,7.7
27.4,7,8
27.3,7,8
28.5,5.7,7.4
28.4,5.9,7.6
28.4,7,7.7
28.9,6.2,7.4
28.2,5.9,7.8
28.9,7.2,7.9
27,3.2,7.4
27.9,6.8,7.8
26.8,6.9,7.5
27.2,6.9,7.5
26.8,6.1,6.9
26.9,6.8,7.4
26.8,6.7,7.4
26.9,6.6,7.4
26.9,6.7,7.5
26.2,7.1,7.9
27.4,6,7.4
26.4,6.7,7.7
26.7,6.3,7.9
27.3,6.3,7.9
27.4,6.3,7.7
27.6,7,8.3
27.5,7,8.3
27.5,7.1,8.3
26.9,6.8,8.2
25.9,6.8,7.8
25.9,7,7.8
26,6.9,7.8
26.9,6.8,8.2
24.8,6.7,7.8
26.2,6.7,7.8
25.3,6.9,7.7
26.6,7.1,6.9
26.8,6.6,6.9
26.6,6.9,7.1
26.8,7.2,7
29.3,6.3,6.9
25.4,7.2,7.4
25.5,6.9,7.5
26.6,6.5,6.9
24.7,7.1,7.1
24.8,7.1,7.1
28,7.5,7.2
27.4,2,6.8
26,5.6,7
27.4,7.1,7
26.5,6.1,7
28.4,6,7
28.8,6.5,7.5
26.7,1.5,6.6
26.4,2,6.8
26.5,7.2,7.1
25.5,4,7.5
28,7.2,7.3
28,0.8,7.1
27.9,6.4,6.5
28.1,6.3,6.8
28.6,5.4,6.6
25.3,5.8,7.8
28.3,6.6,7.2
26.1,7.7,7.2
24.3,7.1,7
26,7.3,7.2
28.5,7.8,7.1
26.6,7.3,7.1
26.8,7,6.6
28,6,7.2
26.2,6.8,6.6
28.5,5.6,7.1
26.5,7,7
29.3,6.7,6.9
29.3,6.2,7.2
27,7.3,7.2
27.3,7.6,7.2
27.9,6.4,6.8
27.8,7,6.6
27.8,6.7,6.8
28.3,6.7,6.6
27.5,5.6,6.9
26.3,7.4,7
27,6.7,6.9
27.4,7.1,7.3
27,6.2,6.8
27.4,5.2,6.8
27.3,6.8,6.9
27,6.8,6.9
27.8,6.2,6.6
28.4,4.5,6.5
28.8,4,7
28.8,7,7.4
25.9,6.5,6.8
28,4.6,6.9
28.5,6.6,7.3
28.8,7.1,7
27.6,6.2,7.5
27.6,6.2,7.7
28.3,7.3,7.1
27.5,7.7,7.4
30.5,6.5,7.3
29.5,6.9,7.4
22.3,7.5,8
22.3,7.2,8
25,7,7.6
25.9,7.5,7.9
25.9,7.1,7.7
24.8,7.4,8
27.5,8.1,8
28,7.8,8
25,7.4,8
25.8,7.2,8
26.8,6.5,8.1
31,3,8.1
32,6.9,8.2
31,6,8
28,4.8,7.7
28.4,6.3,7.6
24,7.4,7.6
29,6.9,7.8
24.8,5.8,7.2
24,5.6,7.4
25,5.4,7.3
23.3,5.7,7.3
25.8,5.7,7.5
25.8,3.5,7.4
25.8,3.2,7.6
26,4.7,7.3
26,4.8,7.4
24.4,5.3,7.5
23.4,5.6,7.5
24.3,5.4,7.4
17.7,6.1,6.8
17,6.1,6.8
17.3,6,7
28,4.8,7.9
32,5,7.3
21.4,8.3,7.6
22.3,8.2,7.7
18.3,3.1,7.8
22.8,8.3,7.6
21.8,5.5,7.6
26.9,5.1,7.8
27.3,5.3,7.8
19,8.7,7.1
26,5.1,7.2
19,10,7.4
21.8,5.9,7
22.3,6.1,7.3
22.3,5.6,7.1
22.3,4.7,7
23,5.5,8.6
23,6.8,6.8
23,7,7.4
23,7.3,7.8
22,5.5,7.3
22.3,4.7,7.4
27,4.9,7
30,5.8,7.8
23,5.8,7.4
23,6.2,6.9
22.7,5.5,7.7
23,5.1,6.9
23.5,5.2,7.1
23,4.6,7
23.5,5.6,6.6
23,1.9,6.8
23,2.5,7.1
22.5,5.5,6.9
23,6,7
22.5,4.9,6.9
20,4.8,7
22.7,5.4,7.2
26,6,7.5
19,5.6,7.1
22.5,5.7,6.9
18.9,9.9,7.1
21,6.1,7.6
22.5,5.1,6.9
23,3.8,7
24.4,7.8,7.2
21.8,6.5,3.1
20.8,7.3,7
25.2,7.8,7.1
24,7.7,7.1
23.4,8.1,7.1
23.4,8,7
23.2,6.9,7.2
23.3,6.8,7.1
28.4,6.6,7.8
28.6,6.3,8
28.5,6.6,7.9
29.9,5.6,7.5
29.9,3.7,7.5
29.8,4.7,7.6
30.2,5.8,7.8
29.7,6.6,7.7
30.1,6.6,7.4
30.3,6.2,7.8
29.8,5.8,7.7
26,5.1,8.1
27,7.1,8
27,6.8,8.2
29.3,8.1,7.6
28.4,6.2,7.8
32,6.8,7.2
28.3,3.2,7.7
29.3,6.6,6.5
28.8,6.6,6.6
29,6.3,6.6
28.8,6.4,6.4
27.3,6.9,6.2
28.3,7.2,6.1
29,6.9,6.6
27.6,7,6.3
28.8,7.6,6.2
28.3,7.1,6.2
27.8,6.8,6
28.5,7.1,6.2
28.1,6.3,6.2
29,6.2,7
29.5,6.2,6.8
30.2,6.9,6.5
28.3,6.7,6.2
28.7,6.8,7.9
26,7,7.7
29,6.9,7.3
29,7.4,7.2
24,7,7.4
32.1,5.5,8.1
30.3,6.9,7.5
30.1,6.4,7.4
28.8,5.2,7.9
28.7,6.9,7.4
29,3.4,7.4
28.5,7.4,8.1
27.7,6.7,7.4
28.6,6.6,7.5
27.1,6.1,7.3
27.1,6.6,7.4
27,6.5,7.3
26.8,6.7,7.3
26.8,6.6,7.4
26.4,6.8,7.7
22.1,6.3,7.5
22.3,7.1,7.4
22,6.7,7.5
22,6.6,7.5
22,6.7,7.8
28.2,7.1,7.7
28.2,7.1,7.9
28.3,7.1,7.8
29,7.2,7.5
26.3,6.4,7.7
26.1,7,7.7
26,6.6,7.6
29,7.5,8.2
27.6,6.9,7.5
27.6,6.8,7.7
27.3,7,7.7
27.4,5.2,6.6
27.3,7.2,6.8
26,7,7.1
26.2,7,7.1
27.5,7.2,7
28.1,6.7,6.9
28.2,6.5,6.5
27.6,0.6,7
28,6.6,6.8
24.3,6.8,7.3
25.8,7.3,7.4
27.8,6.5,6.7
26.3,7.2,6.5
28.5,7.4,6.9
29.3,6.5,6.5
27.6,6.6,6.9
28.1,7.1,7
27.8,7.5,6.8
28.1,5.4,6.7
26.6,7,6.9
27.8,7.1,6.9
29.3,6.5,6.7
28,6.7,6.6
23.8,7.1,6.8
26.3,6.9,7.1
27.9,6.7,6.8
28.4,6.2,7
27.1,7.5,7.3
28.5,7.6,7.3
28.1,2.2,6.4
26.4,7.4,6.7
27.1,7,6.8
26.9,5.3,6.9
28.6,6.3,7
27.9,6.7,7
28.4,6,6.4
29,4.2,6.6
28.8,5.1,6.7
27.8,5.3,6.4
28.5,6.9,7
26,2.8,7.4
26.5,5.3,7.2
28.4,6.5,5.8
28.1,6.9,6.1
26.8,7,6.6
28.6,5.6,6.4
28.1,6.8,6
29,6,5.9
28.8,6.3,7
28,6.5,7.6
27.4,6.4,7.7
28.8,7.3,7.3
30.8,6.8,7.8
28,7.5,8.1
27.3,7.7,8.1
29,7.6,7.9
24.5,7.5,7.9
24.8,7.4,7.7
25.3,6.7,6.9
26.8,7.1,7.9
29,6.7,7.9
29,7.4,8.8
28,6.4,8.3
28,6.9,8.8
28,6.3,6.6
24.8,7.4,7
27.2,7.2,6.8
27.3,6.6,7
28.4,6.9,7
26.8,7,6.9
25.2,7.2,6.9
28.4,6.9,7.2
28.2,6.4,7.6
24,7.6,6.6
29,6.9,7.2
25,6.8,6.7
25,6.6,6.9
15,6.5,7.6
23.5,6.1,7.8
29,6.5,8.4
15,6.9,7.8
20.3,5.6,6.7
20,4.9,6.8
20,4.9,6.6
19.8,5.2,6.7
32.7,3.3,7.9
34.5,4.9,8
19.8,5,6.9
27,4.8,7.8
20.5,4.7,6.7
20.5,5.4,6.8
20.5,5.1,7.6
21,4.2,7.6
20.3,4.8,6.6
20,4.5,6.6
20,4.7,6.7
21.3,5.2,7.3
22.1,7.8,8.2
22.33,6.7,8.12
21.5,8,8.1
24,4.88,7.94
22,5.67,7.02
24,6,6.9
23,6.15,7.45
23,2.7,7.35
24,2.98,7.52
24,5.48,7.42
23,5.13,7.46
25,7.85,7.13
24,6.58,6.5
20,7.58,7.03
24,8.23,7.05
25,8.23,7.38
22,6.6,7.3
22,6.8,7.2
23,6.8,7
23,6.4,6.7
28,6.5,7.7
28,6.2,7.7
29,6.3,8
28,7.3,7.4
29,6.5,7.5
30,6.1,7.3
30,6.3,7.4
30,5.9,7.5
30,6.6,7.8
30,6.2,7.4
30,6.7,7.7
33,6.8,8
30,5.9,7.4
28,7.3,7.4
30,5.7,8
30,4.7,8.3
28,5.8,7.8
30,2.5,7.5
30,6.1,8.1
30,0.6,7.1
27,3.2,7.8
30,4.2,8.2
28,2.9,8.3
29,5,7.7
31,7.2,6.3
29,5.5,7.8
30,6.2,6.9
29,6.5,6.8
24,8.1,7.7
27,7.8,6.4
27,7.8,6.4
28,7.2,6.5
27,4.2,7.6
26,6.5,6.4
28,7.4,6.9
28,5.4,7
27,6.6,7.2
29,5.1,7.5
29,7.3,6.8
28,7.2,6.9
28,7,6.8
28,5.5,7.7
29,6.9,7.6
29,6.9,7.7
28,6.7,8
26,6.9,7.3
29,6.8,7.5
29,6.9,7.3
34,3.3,7.6
32,5.4,7.2
22,6.2,7.2
26,7,7.4
35,6.6,8.1
28,8.1,6.3
27,6.9,6.8
27,6.9,6.9
26,6.7,6.9
27,7.3,7
28,6.7,6.7
29,6.5,6.6
26,0.7,6.6
27,6.9,6.5
28,6.4,6.6
26,7.2,6.7
29,6.8,7.1
28,6.1,6.7
27,6.8,7
28,7.1,7
27,7.4,6.6
26,6.4,7
26,7.2,6.7
27,6.2,7
29,6.1,6.7
28,6.6,6.5
26,6.9,6.7
27,7.3,6.5
28,6.2,6.6
29,5.2,7.1
28,7.4,7
28,7.6,6.7
28,2.9,6.3
26,6.6,6.7
26,6.4,6.7
26,5.4,6.6
27,6.2,7
27,6.9,7.1
28,6.7,6.5
28,5.7,6.7
28,6,6.9
28,5.2,6.1
28,7.4,6.4
27,3.5,7.3
27,6,7.1
28,6.4,6.1
27,6.6,6.3
27,7.1,6.4
28,6.4,7.1
28,7.3,6.2
29,6.8,6.5
28,6.4,6.7
27,5.8,6.5
